Country,Section ID,Section,Trade Value,Year
UAE,7,Plastics and Rubbers,8164432315,2019
UAE,8,Animal Hides,295505279,2019
UAE,9,Wood Products,276816234,2019
UAE,10,Paper Goods,2321358141,2019
UAE,11,Textiles,3795407465,2019
UAE,12,Footwear and Headwear,704982574,2019
UAE,13,Stone And Glass,1345126169,2019
UAE,14,Precious Metals,44803678376,2019
UAE,15,Metals,17005964809,2019
UAE,16,Machines,32793572793,2019
UAE,17,Transportation,12116963299,2019
UAE,18,Instruments,2322979057,2019
UAE,19,Weapons,8980225,2019
UAE,20,Miscellaneous,1284200640,2019
UAE,21,Arts and Antiques,235537544,2019
Oman,1,Animal Products,637068715,2014
Oman,2,Vegetable Products,187140178,2014
Oman,3,Animal and Vegetable Bi-Products,218100546,2014
Oman,4,Foodstuffs,527071404,2014
Oman,5,Mineral Products,1077722395,2014
Oman,6,Chemical Products,3092387778,2014
Oman,7,Plastics and Rubbers,1227453232,2014
Oman,8,Animal Hides,3828010,2014
Oman,9,Wood Products,17243534,2014
Oman,10,Paper Goods,51563901,2014
Oman,11,Textiles,59537220,2014
Oman,12,Footwear and Headwear,13070586,2014
Oman,13,Stone And Glass,321612570,2014
Oman,14,Precious Metals,323102542,2014
Oman,15,Metals,2207890651,2014
Oman,16,Machines,996533785,2014
Oman,17,Transportation,277926863,2014
Oman,18,Instruments,66871477,2014
Oman,19,Weapons,138295,2014
Oman,20,Miscellaneous,73757713,2014
Oman,21,Arts and Antiques,376975,2014
Oman,1,Animal Products,604280623,2015
Oman,2,Vegetable Products,166423621,2015
Oman,3,Animal and Vegetable Bi-Products,210916898,2015
Oman,4,Foodstuffs,511311238,2015
Oman,5,Mineral Products,807216493,2015
Oman,6,Chemical Products,2290020727,2015
Oman,7,Plastics and Rubbers,967810146,2015
Oman,8,Animal Hides,3994481,2015
Oman,9,Wood Products,17732719,2015
Oman,10,Paper Goods,58789999,2015
Oman,11,Textiles,44833654,2015
Oman,12,Footwear and Headwear,9569509,2015
Oman,13,Stone And Glass,332020840,2015
Oman,14,Precious Metals,265206573,2015
Oman,15,Metals,2028709591,2015
Oman,16,Machines,797639273,2015
Oman,17,Transportation,3834506385,2015
Oman,18,Instruments,57998137,2015
Oman,19,Weapons,3874,2015
Oman,20,Miscellaneous,63643792,2015
Oman,21,Arts and Antiques,2249412,2015
Oman,1,Animal Products,561430123,2016
Oman,2,Vegetable Products,163387313,2016
Oman,3,Animal and Vegetable Bi-Products,200036974,2016
Oman,4,Foodstuffs,406905166,2016
Oman,5,Mineral Products,657695355,2016
Oman,6,Chemical Products,1987067265,2016
Oman,7,Plastics and Rubbers,694934327,2016
Oman,8,Animal Hides,3387112,2016
Oman,9,Wood Products,21362321,2016
Oman,10,Paper Goods,47796216,2016
Oman,11,Textiles,46158697,2016
Oman,12,Footwear and Headwear,6835104,2016
Oman,13,Stone And Glass,340811323,2016
Oman,14,Precious Metals,119735146,2016
Oman,15,Metals,1981462903,2016
Oman,16,Machines,588525378,2016
Oman,17,Transportation,495981219,2016
Oman,18,Instruments,10756874,2016
Oman,19,Weapons,129683,2016
Oman,20,Miscellaneous,71046849,2016
Oman,21,Arts and Antiques,280052,2016
Oman,1,Animal Products,544326882,2017
Oman,2,Vegetable Products,213101769,2017
Oman,3,Animal and Vegetable Bi-Products,214847248,2017
Oman,4,Foodstuffs,780867618,2017
Oman,5,Mineral Products,1385828578,2017
Oman,6,Chemical Products,2371344217,2017
Oman,7,Plastics and Rubbers,1047077151,2017
Oman,8,Animal Hides,9115695,2017
Oman,9,Wood Products,35099294,2017
Oman,10,Paper Goods,98399007,2017
Oman,11,Textiles,141803322,2017
Oman,12,Footwear and Headwear,26031146,2017
Oman,13,Stone And Glass,331376057,2017
Oman,14,Precious Metals,213369679,2017
Oman,15,Metals,2256604970,2017
Oman,16,Machines,1207683295,2017
Oman,17,Transportation,509688567,2017
Oman,18,Instruments,82324894,2017
Oman,19,Weapons,29779,2017
Oman,20,Miscellaneous,82062267,2017
Oman,21,Arts and Antiques,165194,2017
Oman,1,Animal Products,760850217,2018
Oman,2,Vegetable Products,237844013,2018
Oman,3,Animal and Vegetable Bi-Products,197823322,2018
Oman,4,Foodstuffs,808925872,2018
Oman,5,Mineral Products,1502822718,2018
Oman,6,Chemical Products,2689184391,2018
Oman,7,Plastics and Rubbers,1149693195,2018
Oman,8,Animal Hides,6433834,2018
Oman,9,Wood Products,26920152,2018
Oman,10,Paper Goods,110452788,2018
Oman,11,Textiles,165847507,2018
Oman,12,Footwear and Headwear,35994448,2018
Oman,13,Stone And Glass,283501500,2018
Oman,14,Precious Metals,223414862,2018
Oman,15,Metals,3567823602,2018
Oman,16,Machines,1330501081,2018
Oman,17,Transportation,1760831148,2018
Oman,18,Instruments,163795293,2018
Oman,19,Weapons,10114832,2018
Oman,20,Miscellaneous,113136649,2018
Oman,21,Arts and Antiques,492659,2018
Oman,1,Animal Products,368331271,2019
Oman,2,Vegetable Products,86934514,2019
Oman,3,Animal and Vegetable Bi-Products,139811631,2019
Oman,4,Foodstuffs,259397217,2019
Oman,5,Mineral Products,1235707003,2019
Oman,6,Chemical Products,2858480860,2019
Oman,7,Plastics and Rubbers,1007672585,2019
Oman,8,Animal Hides,1265776,2019
Oman,9,Wood Products,6546633,2019
Oman,10,Paper Goods,37792476,2019
Oman,11,Textiles,26575747,2019
Oman,12,Footwear and Headwear,1725391,2019
Oman,13,Stone And Glass,184444264,2019
Oman,14,Precious Metals,378200924,2019
Oman,15,Metals,3426189385,2019
Oman,16,Machines,478625369,2019
Oman,17,Transportation,817654135,2019
Oman,18,Instruments,22234489,2019
Oman,19,Weapons,271674,2019
Oman,20,Miscellaneous,44212710,2019
Oman,21,Arts and Antiques,3731330,2019
